314967,20,F,W,Simple Assault,Residence,None,COLCHESTER
314971,28,M,B,Simple Assault,Residence,None,COLCHESTER
314975,13,M,B,Simple Assault,School,None,COLCHESTER
314987,51,M,W,Destruction of Property,Hospital,Blunt Object,COLCHESTER
314989,76,F,W,Simple Assault,Residence,None,COLCHESTER
314997,29,M,W,Robbery,Convenience Store,None,COLCHESTER
315008,47,F,W,Simple Assault,Residence,None,COLCHESTER
315021,19,M,W,Simple Assault,Public Road,None,COLCHESTER
315063,37,M,W,Simple Assault,Residence,Personal Weapons,COLCHESTER
315064,34,M,W,Simple Assault,Residence,Personal Weapons,COLCHESTER
315068,19,M,W,Rape,Stadium/Fairgrounds,None,COLCHESTER
315069,28,M,W,Simple Assault,Residence,Personal Weapons,COLCHESTER
315087,19,M,W,Rape,Residence,None,COLCHESTER
315096,25,M,W,Simple Assault,Public Road,Personal Weapons,COLCHESTER
315099,40,M,W,Rape,Residence,None,COLCHESTER
315105,15,M,B,Simple Assault,School,None,COLCHESTER
315963,25,F,W,Simple Assault,Residence,Personal Weapons,COLCHESTER
315980,23,M,W,Aggravated Assault,Hotel,Personal Weapons,COLCHESTER
316019,20,M,W,Stolen Property Offenses,Residence,None,COLCHESTER
316036,49,F,W,Simple Assault,Public Road,Personal Weapons,COLCHESTER
316047,17,M,W,Fondling,School,None,COLCHESTER
316048,17,M,W,Simple Assault,Public Road,Personal Weapons,COLCHESTER
339482,91,M,W,Simple Assault,Hospital,Personal Weapons,CHITTENDEN
339483,49,F,B,Aggravated Assault,Hospital,Personal Weapons,CHITTENDEN
339484,17,M,W,Simple Assault,Residence,None,CHITTENDEN
339485,66,M,W,Kidnapping/Abduction,Residence,None,CHITTENDEN
339487,25,M,B,Simple Assault,Public Road,None,CHITTENDEN
339488,41,F,W,Weapon Law Violations,Residence,Handgun,CHITTENDEN
339489,36,M,B,Weapon Law Violations,Residence,Handgun,CHITTENDEN
339490,40,M,B,Weapon Law Violations,Residence,Handgun,CHITTENDEN
339492,33,M,W,Weapon Law Violations,Residence,Handgun,CHITTENDEN
339493,31,F,B,Weapon Law Violations,Residence,Handgun,CHITTENDEN
339494,36,M,W,Aggravated Assault,Residence,Personal Weapons,CHITTENDEN
339495,37,M,W,Simple Assault,Residence,Personal Weapons,CHITTENDEN
339496,37,M,B,Aggravated Assault,Public Road,Personal Weapons,CHITTENDEN
339498,40,M,W,Simple Assault,Restaurant,None,CHITTENDEN
339508,34,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
339509,27,M,W,Destruction of Property,Residence,Personal Weapons,RUTLAND
339510,21,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
339523,23,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
339527,27,M,U,Kidnapping/Abduction,Hotel,None,RUTLAND
339528,20,M,W,Simple Assault,Park/Playground,None,RUTLAND
339537,26,F,W,Simple Assault,Residence,None,RUTLAND
339542,38,M,W,Aggravated Assault,Residence,Knife,RUTLAND
339543,44,M,W,Simple Assault,Residence,None,RUTLAND
339544,33,F,W,Simple Assault,Residence,None,RUTLAND
339546,19,M,W,Simple Assault,Other/Unknown,None,RUTLAND
339548,40,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
339549,30,M,W,Aggravated Assault,Residence,None,RUTLAND
339556,47,M,W,Simple Assault,Park/Playground,Personal Weapons,RUTLAND
339576,28,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
339587,17,F,W,Simple Assault,Stadium/Fairgrounds,Personal Weapons,RUTLAND
339590,15,F,W,Simple Assault,School,None,RUTLAND
339609,30,M,W,Intimidation,Residence,Personal Weapons,RUTLAND
339613,38,M,W,Simple Assault,Bar/Nightclub,Personal Weapons,RUTLAND
340457,23,M,W,Simple Assault,Residence,None,RUTLAND
340460,16,F,W,Simple Assault,Jail/Prison,Personal Weapons,RUTLAND
340468,29,F,W,Aggravated Assault,Residence,Knife,RUTLAND
340469,28,M,W,Simple Assault,Public Road,None,RUTLAND
340477,35,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
340478,34,M,B,Aggravated Assault,Public Road,Knife,RUTLAND
340479,36,M,W,Aggravated Assault,Public Road,Knife,RUTLAND
340488,26,M,W,Simple Assault,Residence,None,RUTLAND
340504,26,F,W,Simple Assault,Residence,None,RUTLAND
340507,48,M,W,Intimidation,Residence,Personal Weapons,RUTLAND
340513,31,F,W,Aggravated Assault,Public Road,Personal Weapons,RUTLAND
340520,42,M,W,Simple Assault,Public Road,None,RUTLAND
340524,16,M,W,Simple Assault,Public Road,None,RUTLAND
340525,46,M,W,Simple Assault,Residence,None,RUTLAND
340527,37,M,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
340536,27,M,W,Simple Assault,Residence,None,RUTLAND
340540,24,M,B,Rape,Residence,None,RUTLAND
340543,27,M,W,Drug/Narcotic Violations,Hotel,Handgun,RUTLAND
340547,24,M,W,Intimidation,Residence,None,RUTLAND
340556,28,M,B,Simple Assault,Residence,None,RUTLAND
340561,13,M,W,Simple Assault,School,Personal Weapons,RUTLAND
340569,50,M,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
340571,29,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
340572,26,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
340574,54,M,W,Simple Assault,Residence,None,RUTLAND
340587,23,M,W,Aggravated Assault,Public Road,Personal Weapons,RUTLAND
340610,57,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341454,23,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341460,44,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341468,15,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341478,35,F,W,Simple Assault,Hospital,None,RUTLAND
341484,23,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341496,18,M,W,Simple Assault,Office Building,None,RUTLAND
341498,16,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341499,25,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
341500,20,M,B,Aggravated Assault,Public Road,Blunt Object,RUTLAND
341511,57,F,W,Aggravated Assault,Public Road,None,RUTLAND
341517,27,M,W,Simple Assault,Bar/Nightclub,None,RUTLAND
341520,15,M,W,Simple Assault,School,Personal Weapons,RUTLAND
341543,53,M,W,Aggravated Assault,Residence,None,RUTLAND
341546,22,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
341549,50,M,W,Simple Assault,Campground,Personal Weapons,RUTLAND
341564,41,F,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
341567,28,M,W,Simple Assault,Hospital,Personal Weapons,RUTLAND
341595,51,M,W,Kidnapping/Abduction,Public Road,Handgun,RUTLAND
341602,60,M,W,Simple Assault,Residence,None,RUTLAND
341605,34,F,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
342490,16,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
342495,33,F,W,Rape,Residence,Personal Weapons,RUTLAND
342503,43,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
342508,26,M,W,Fondling,Residence,None,RUTLAND
342519,33,M,W,Destruction of Property,Hotel,None,RUTLAND
342530,22,M,W,Aggravated Assault,Bar/Nightclub,Personal Weapons,RUTLAND
342556,24,M,W,Simple Assault,Bar/Nightclub,Personal Weapons,RUTLAND
342558,13,M,W,Fondling,School,None,RUTLAND
342581,28,M,W,Simple Assault,Convenience Store,Personal Weapons,RUTLAND
342590,49,F,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
342596,55,M,W,Fondling,Residence,None,RUTLAND
343456,43,M,W,Aggravated Assault,Parking Lot,None,RUTLAND
343461,70,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343478,24,F,W,Simple Assault,Hotel,Personal Weapons,RUTLAND
343480,51,F,W,Simple Assault,Hotel,Personal Weapons,RUTLAND
343482,22,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
343486,49,M,W,Kidnapping/Abduction,Residence,None,RUTLAND
343487,67,M,W,Fondling,Residence,None,RUTLAND
343495,31,M,B,Simple Assault,Residence,Personal Weapons,RUTLAND
343499,52,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343500,53,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343508,28,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
343520,33,F,W,Simple Assault,Residence,None,RUTLAND
343523,40,F,W,Simple Assault,Other/Unknown,Personal Weapons,RUTLAND
343531,29,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343535,18,M,B,Kidnapping/Abduction,Residence,Personal Weapons,RUTLAND
343536,29,M,W,Kidnapping/Abduction,Public Road,None,RUTLAND
343538,40,M,W,Simple Assault,Public Road,None,RUTLAND
343543,28,F,W,Destruction of Property,Residence,Personal Weapons,RUTLAND
343549,13,M,W,Weapon Law Violations,School/College,Knife,RUTLAND
343562,30,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343563,29,M,I,Simple Assault,Parking Lot,Personal Weapons,RUTLAND
343564,25,M,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
343575,55,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343576,22,M,W,Simple Assault,Universtiy,None,RUTLAND
343583,28,F,W,Simple Assault,Parking Lot,Personal Weapons,RUTLAND
343588,19,M,A,Rape,Residence,Personal Weapons,RUTLAND
343596,27,F,W,Simple Assault,Public Road,Personal Weapons,RUTLAND
343603,29,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
343612,18,F,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343614,25,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
343617,64,F,W,Kidnapping/Abduction,Other/Unknown,None,RUTLAND
344461,56,M,W,Rape,Residence,None,RUTLAND
344469,27,M,B,Simple Assault,Public Road,None,RUTLAND
344470,49,M,B,Simple Assault,Residence,None,RUTLAND
344477,59,M,W,Aggravated Assault,Hospital,None,RUTLAND
344485,26,M,W,Simple Assault,Other/Unknown,Personal Weapons,RUTLAND
344495,19,M,W,Rape,Transit Terminal,None,RUTLAND
344498,44,F,W,Aggravated Assault,Department Store,None,RUTLAND
344503,27,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
344511,13,M,W,Fondling,Residence,None,RUTLAND
344529,20,F,B,Simple Assault,Residence,Personal Weapons,RUTLAND
344530,43,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
344539,15,M,W,Rape,Residence,None,RUTLAND
344544,38,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
344546,25,F,W,Kidnapping/Abduction,Residence,Personal Weapons,RUTLAND
344553,23,M,W,Rape,Residence,None,RUTLAND
344554,19,M,W,Kidnapping/Abduction,Residence,Personal Weapons,RUTLAND
344571,38,M,W,Aggravated Assault,Residence,Personal Weapons,RUTLAND
344574,23,M,W,Robbery,Residence,Personal Weapons,RUTLAND
344589,16,M,W,Simple Assault,Residence,Personal Weapons,RUTLAND
344606,17,M,W,Destruction of Property,Residence,Personal Weapons,WEATHERSFIELD
344615,52,M,W,Kidnapping/Abduction,Residence,Personal Weapons,WEATHERSFIELD
345464,35,M,W,Destruction of Property,Residence,Personal Weapons,WEATHERSFIELD
385778,29,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385780,26,M,W,Destruction of Property,Residence,Personal Weapons, DERBY
385781,37,F,W,Simple Assault,Residence,Personal Weapons, DERBY
385783,22,M,W,Simple Assault,Hotel,Personal Weapons, DERBY
385787,27,M,W,Simple Assault,Jail/Prison,Personal Weapons, DERBY
385789,28,M,W,Simple Assault,Public Road,Personal Weapons, DERBY
385790,25,M,W,Rape,Residence,Personal Weapons, DERBY
385796,23,M,A,Destruction of Property,Residence,Personal Weapons, DERBY
385805,33,F,W,Simple Assault,Residence,Personal Weapons, DERBY
385809,29,M,W,Burglary/Breaking & Entering,Residence,Handgun, DERBY
385821,27,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385827,36,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385833,35,M,W,Aggravated Assault,Restaurant,Personal Weapons, DERBY
385837,56,F,W,Simple Assault,Residence,Personal Weapons, DERBY
385847,27,F,W,Aggravated Assault,Residence,Personal Weapons, DERBY
385851,30,M,B,Drug/Narcotic Violations,Residence,Personal Weapons, DERBY
385858,20,M,W,Rape,Residence,Personal Weapons, DERBY
385864,25,F,W,Simple Assault,Residence,Personal Weapons, DERBY
385871,22,M,W,Simple Assault,Public Road,Personal Weapons, DERBY
385873,14,M,B,Fondling,Residence,None, DERBY
385875,20,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
385876,37,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
385880,35,M,W,Fondling,Residence,Personal Weapons, DERBY
385882,40,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385883,30,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385888,25,F,W,Simple Assault,Residence,Personal Weapons, DERBY
385889,34,M,W,Simple Assault,Residence,Personal Weapons, DERBY
385890,37,M,W,Burglary/Breaking & Entering,Residence,Personal Weapons, DERBY
385894,21,M,W,Simple Assault,Field/Woods,Personal Weapons, DERBY
385909,26,M,W,Simple Assault,Field/Woods,Personal Weapons, DERBY
385912,15,F,W,Aggravated Assault,Residence,Knife, DERBY
385930,50,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386786,61,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
386792,51,F,W,Simple Assault,Public Road,Personal Weapons, DERBY
386794,34,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386798,45,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386800,23,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386802,15,M,W,Rape,Residence,None, DERBY
386804,33,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386806,32,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386810,37,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386813,20,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
386830,23,M,W,Simple Assault,Public Road,Personal Weapons, DERBY
386834,24,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386837,17,M,W,Simple Assault,School,None, DERBY
386844,13,M,W,Destruction of Property,Parking Lot,Personal Weapons, DERBY
386848,24,M,W,Simple Assault,Jail/Prison,Personal Weapons, DERBY
386851,21,M,W,Aggravated Assault,Parking Lot,Motor Vehicle, DERBY
386854,28,M,W,Aggravated Assault,Residence,None, DERBY
386872,20,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386875,38,M,W,Aggravated Assault,Residence,Knife, DERBY
386880,35,M,W,Aggravated Assault,Residence,Handgun, DERBY
386884,34,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386885,44,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386887,39,M,W,Simple Assault,Campground,Personal Weapons, DERBY
386891,45,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386893,30,M,W,Aggravated Assault,Public Road,Personal Weapons, DERBY
386900,74,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386901,56,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386902,36,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386904,21,M,U,Rape,Residence,None, DERBY
386907,15,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386909,28,M,W,Aggravated Assault,Public Road,Personal Weapons, DERBY
386912,34,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386915,60,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386918,16,M,W,Simple Assault,Residence,Personal Weapons, DERBY
386921,16,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386926,57,M,W,Aggravated Assault,Public Road,Motor Vehicle, DERBY
386933,62,M,I,Simple Assault,Residence,Personal Weapons, DERBY
386936,51,F,W,Simple Assault,Residence,Personal Weapons, DERBY
386943,22,M,W,Simple Assault,Public Road,Personal Weapons, DERBY
386944,52,M,W,Simple Assault,Parking Lot,None, DERBY
386946,18,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387814,55,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
387819,23,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
387822,69,F,W,Simple Assault,Residence,None, DERBY
387827,32,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387829,30,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387830,51,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387835,65,F,W,Simple Assault,Residence,Personal Weapons, DERBY
387841,19,M,W,Simple Assault,Jail/Prison,Personal Weapons, DERBY
387845,48,F,W,Simple Assault,Parking Lot,Personal Weapons, DERBY
387849,30,F,W,Simple Assault,Public Road,Personal Weapons, DERBY
387850,45,M,W,Simple Assault,Bar/Nightclub,Personal Weapons, DERBY
387852,56,F,W,Simple Assault,Residence,Personal Weapons, DERBY
387861,35,M,W,Kidnapping/Abduction,Residence,None, DERBY
387865,42,M,W,Simple Assault,Jail/Prison,Personal Weapons, DERBY
387866,27,M,B,Simple Assault,Public Road,None, DERBY
387870,43,F,W,Destruction of Property,Residence,Knife, DERBY
387886,48,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387889,27,M,W,Aggravated Assault,Hotel,Personal Weapons, DERBY
387891,30,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
387897,28,F,W,Simple Assault,Residence,None, DERBY
387900,56,F,W,Simple Assault,Residence,Personal Weapons, DERBY
387907,29,M,W,Aggravated Assault,Residence,Personal Weapons, DERBY
387914,50,M,W,Simple Assault,Parking Lot,Personal Weapons, DERBY
387916,34,F,W,Simple Assault,Hospital,None, DERBY
387922,22,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387932,19,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387933,18,M,W,Simple Assault,Residence,Personal Weapons, DERBY
387943,38,M,W,Simple Assault,Bar/Nightclub,Personal Weapons,PITTSFORD
387949,12,F,B,Simple Assault,School,Personal Weapons,PITTSFORD
387950,32,F,W,Robbery,Residence,Personal Weapons,PITTSFORD
388829,33,M,W,Simple Assault,Public Road,None,MONTPELIER
388835,33,M,W,Simple Assault,Government Building,None,MONTPELIER
388850,30,M,W,Simple Assault,Residence,Personal Weapons,MONTPELIER
388859,23,M,W,Simple Assault,Residence,None,MONTPELIER
388861,23,M,W,Simple Assault,Residence,None,MONTPELIER
388862,20,M,W,Simple Assault,Public Road,None,MONTPELIER
388863,31,M,W,Simple Assault,Residence,None,MONTPELIER
388864,31,M,W,Simple Assault,Residence,None,MONTPELIER
388868,34,M,W,Simple Assault,Public Road,None,MONTPELIER
388872,26,F,W,Simple Assault,Hospital,Personal Weapons,MONTPELIER
388880,58,F,W,Simple Assault,Residence,None,MONTPELIER
388881,34,F,W,Rape,Hospital,None,MONTPELIER
388882,22,M,W,Simple Assault,Residence,Personal Weapons,MONTPELIER
388889,62,M,U,Simple Assault,Public Road,Personal Weapons,MONTPELIER
388890,27,M,U,Simple Assault,Public Road,None,MONTPELIER
388892,17,F,B,Simple Assault,Office Building,None,MONTPELIER
388894,28,M,W,Simple Assault,Public Road,Personal Weapons,MONTPELIER
388896,22,M,W,Fondling,Parking Lot,None,MONTPELIER
388911,24,M,W,Rape,Residence,None,MONTPELIER
388913,39,M,W,Aggravated Assault,Residence,Personal Weapons,MONTPELIER
388915,52,M,W,Simple Assault,Public Road,None,MONTPELIER
388918,22,M,W,Simple Assault,Public Road,None,MONTPELIER
388923,13,M,W,Simple Assault,Residence,None,MONTPELIER
388930,35,M,B,Rape,Hotel,None,MONTPELIER
388977,27,M,W,Weapon Law Violations,Residence,Handgun,MONTPELIER
389847,26,M,W,Kidnapping/Abduction,Public Road,None,MONTPELIER
389856,42,M,W,Simple Assault,Residence,None,MONTPELIER
389862,16,M,W,Rape,School,None,MONTPELIER
389875,40,M,W,Simple Assault,Residence,Personal Weapons,MONTPELIER
389877,51,M,W,Aggravated Assault,Residence,Shotgun,MONTPELIER
389901,23,M,W,Simple Assault,Residence,None,MONTPELIER
389904,33,M,B,Aggravated Assault,Residence,None,MONTPELIER
389926,18,F,W,Simple Assault,Residence,Personal Weapons,MONTPELIER
389944,22,M,B,Simple Assault,Residence,Personal Weapons,MONTPELIER
389968,36,M,W,Murder and Nonnegligent Manslaughter,Public Road,Knife,MONTPELIER
389973,37,F,W,Simple Assault,Residence,Personal Weapons,MONTPELIER
389984,35,F,W,Aggravated Assault,Hospital,None,MONTPELIER
389995,32,M,A,Destruction of Property,Residence,Personal Weapons,MONTPELIER
390854,49,M,W,Simple Assault,Park/Playground,Personal Weapons,MONTPELIER
390860,37,M,W,Simple Assault,Residence,None,WILMINGTON
390865,30,M,W,Murder and Nonnegligent Manslaughter,Parking Lot,Handgun,WILMINGTON
390866,34,F,W,Simple Assault,Grocery,None,WILMINGTON
390870,24,F,W,Kidnapping/Abduction,Residence,Personal Weapons,WILMINGTON
390874,26,M,W,False Pretenses/Swindle,Residence,Personal Weapons,WILMINGTON
409143,25,M,B,Simple Assault,Jail/Prison,Personal Weapons,ST. ALBANS
409153,52,F,W,Burglary/Breaking & Entering,Residence,Personal Weapons,ST. ALBANS
409156,28,F,W,Burglary/Breaking & Entering,Residence,Personal Weapons,ST. ALBANS
409161,26,M,W,Burglary/Breaking & Entering,Residence,Personal Weapons,ST. ALBANS
409167,28,F,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409169,37,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409179,41,M,W,Kidnapping/Abduction,Residence,Personal Weapons,ST. ALBANS
409186,68,M,W,Aggravated Assault,Public Road,Motor Vehicle,ST. ALBANS
409191,14,M,B,Simple Assault,School/College,Personal Weapons,ST. ALBANS
409193,34,M,W,Fondling,Residence,Personal Weapons,ST. ALBANS
409197,37,M,W,Simple Assault,Residence,None,ST. ALBANS
409204,34,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409210,14,M,W,Simple Assault,Residence,None,ST. ALBANS
409214,31,M,W,Aggravated Assault,Residence,Personal Weapons,ST. ALBANS
409217,61,M,W,Fondling,Residence,Personal Weapons,ST. ALBANS
409227,19,M,W,Intimidation,Residence,Personal Weapons,ST. ALBANS
409228,24,M,W,Weapon Law Violations,Parking Lot,Rifle,ST. ALBANS
409240,39,M,W,Simple Assault,Public Road,Personal Weapons,ST. ALBANS
409247,37,M,W,Simple Assault,Public Road,Personal Weapons,ST. ALBANS
409252,40,F,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409256,23,M,W,Aggravated Assault,Residence,Personal Weapons,ST. ALBANS
409257,43,M,W,Aggravated Assault,Public Road,Personal Weapons,ST. ALBANS
409259,45,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409265,38,M,B,Drug/Narcotic Violations,Residence,Knife,ST. ALBANS
409269,14,M,W,Rape,Residence,Personal Weapons,ST. ALBANS
409271,54,F,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409274,38,M,W,Simple Assault,Hospital,Personal Weapons,ST. ALBANS
409280,33,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
409286,26,F,W,Simple Assault,Parking Lot,Personal Weapons,ST. ALBANS
409287,28,M,W,Simple Assault,Jail/Prison,Personal Weapons,ST. ALBANS
410146,66,M,W,Aggravated Assault,Residence,Shotgun,ST. ALBANS
410148,35,M,W,Drug/Narcotic Violations,Residence,Personal Weapons,ST. ALBANS
410149,24,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410156,40,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410168,21,M,W,Aggravated Assault,Residence,Shotgun,ST. ALBANS
410178,25,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410184,29,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410185,42,M,W,Aggravated Assault,Residence,Knife,ST. ALBANS
410187,12,M,W,Simple Assault,School,Personal Weapons,ST. ALBANS
410194,33,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410195,41,F,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410202,72,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410205,82,M,W,Simple Assault,Hospital,Personal Weapons,ST. ALBANS
410216,29,M,W,Simple Assault,Public Road,Personal Weapons,ST. ALBANS
410220,53,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410221,45,M,W,Simple Assault,Residence,None,ST. ALBANS
410223,24,F,W,Simple Assault,Government Building,Personal Weapons,ST. ALBANS
410245,21,M,W,Simple Assault,Public Road,Personal Weapons,ST. ALBANS
410246,38,M,W,Simple Assault,Residence,Personal Weapons,ST. ALBANS
410259,16,M,W,Weapon Law Violations,School/College,Knife,ST. ALBANS
